title,election,year,type,status,percent,topics,topics2,topics3,topics4,topics5,topics6
"
 Consolidated City and County Government",General,1936,Legislative Referendum,Fail (Yes votes: 47.2%),47.20%,Local Government,,,,,
"
 Imposes New Two-Thirds Voter Approval Requirement for Local Public Electricity Providers. Initiative Constitutional Amendment.",Primary,2010,Initiative,Fail (Yes votes: 47.2%),47.20%,Elections,Energy & Electric Utilities,,,,
"
 Los Angeles State Building Bonds",General,1914,Initiative,Fail (Yes votes: 47.2%),47.20%,Bond Measures,State Government,,,,
"
 State Civil Service Exemptions2",Primary,1974,Legislative Referendum,Fail (Yes votes: 47.2%),47.20%,Labor & Employment,State Government,,,,
"
 State Park and Recreation Bond Act",Primary,1962,Legislative Referendum,Fail (Yes votes: 47.2%),47.20%,Arts & Culture,Bond Measures,Natural Resources,,,
"
 California Park, Recreation, and Wildlife Enhancement Act of 1990",General,1990,Legislative Referendum,Fail (Yes votes: 47.1%),47.10%,Arts & Culture,Bond Measures,Natural Resources,,,
"
 Wild and Scenic Rivers Initiative",General,1974,Initiative,Fail (Yes votes: 47.1%),47.10%,Natural Resources,,,,,
"
 Interest Rates Allowable",General,1976,Legislative Referendum,Fail (Yes votes: 47.0%),47.00%,Legislatures,Tax & Revenue,,,,
"
 Owner Occupied Dwellings - Tax Rate",Primary,1978,Legislative Referendum,Fail (Yes votes: 47.0%),47.00%,Tax & Revenue,,,,,
"
 Parklands Acquisition and Development Program",General,1980,Legislative Referendum,Fail (Yes votes: 47.0%),47.00%,Bond Measures,Natural Resources,Tax & Revenue,,,
"
 Parklands and Renewable Resources Investment Program.",Primary,1980,Legislative Referendum,Fail (Yes votes: 47.0%),47.00%,Natural Resources,Tax & Revenue,,,,
"
 Repeal of Wright Act",General,1926,Initiative,Fail (Yes votes: 47.0%),47.00%,Agriculture,Local Government,,,,
"
 Appropriation for Public Schools",General,1970,Legislative Referendum,Fail (Yes votes: 46.9%),46.90%,Budgets,Education: PreK-12,,,,
"
 Attorney Fees Limit For Tort Claims.",General,1988,Initiative,Fail (Yes votes: 46.9%),46.90%,Civil & Constitutional Law,Judiciary,,,,
"
 California Reading and Literacy Improvement and Public Library Construction and Renovation Bond Act of 2006.",Primary,2006,Legislative Referendum,Fail (Yes votes: 46.9%),46.90%,Arts & Culture,Bond Measures,Education: PreK-12,,,
"
 Indebtedness of Local Agencies",General,1966,Legislative Referendum,Fail (Yes votes: 46.9%),46.90%,Budgets,Local Government,,,,
"
 Alcoholic Beverage Control Appeals Board",General,1962,Legislative Referendum,Fail (Yes votes: 46.7%),46.70%,Business & Commerce,Drug/Alcohol/Tobacco Policy,State Government,,,
"
 State Building Bond Act of 1935",Special,1935,Legislative Referendum,Fail (Yes votes: 46.7%),46.70%,Bond Measures,State Government,,,,
"
 Budget Process. Welfare. Procedural and Substantive Changes. Initiative Constitutional Amendment and Statute.",General,1992,Initiative,Fail (Yes votes: 46.6%),46.60%,Budgets,Human Services,,,,
"
 Political Contributions by Employees, Union Members, Foreign Entities. Initiative Statute.",Primary,1998,Initiative,Fail (Yes votes: 46.6%),46.60%,Ethics/Lobbying/Campaign Finance,,,,,
"
 Senate Reapportionment2",General,1962,Initiative,Fail (Yes votes: 46.6%),46.60%,Redistricting,,,,,
"
 Smoking and No-Smoking Sections -- Initiative Statute",General,1980,Initiative,Fail (Yes votes: 46.6%),46.60%,Business & Commerce,Drug/Alcohol/Tobacco Policy,,,,
"
 Changes California Law to Legalize Marijuana and Allow It to Be Regulated and Taxed.",General,2010,Initiative,Fail (Yes votes: 46.5%),46.50%,Criminal Justice,Drug/Alcohol/Tobacco Policy,Tax & Revenue,,,
"
 Public Employee Union Dues. Restrictions on Political Contributions. Employee Consent Requirement. Initiative Statute.",General,2005,Initiative,Fail (Yes votes: 46.5%),46.50%,Ethics/Lobbying/Campaign Finance,Labor & Employment,,,,
"
 Limits on Legislators’ Terms in Office. Initiative Constitutional Amendment.",Primary,2008,Initiative,Fail (Yes votes: 46.4%),46.40%,Legislatures,Term Limits,,,,
"
 State Fair Grounds Bonds",General,1914,Legislative Referendum,Fail (Yes votes: 46.3%),46.30%,Arts & Culture,Bond Measures,State Government,,,
"
 The Hertzberg-Polanco Crime Laboratories Construction Bond Act of 1999.",Primary,2000,Legislative Referendum,Fail (Yes votes: 46.3%),46.30%,Bond Measures,Criminal Justice,,,,
"
 County Superintendents of Schools2",General,1970,Legislative Referendum,Fail (Yes votes: 46.2%),46.20%,Education: PreK-12,Local Government,,,,
"
 Prohibition Enforcement Act2",General,1920,Popular Referendum,Fail (Yes votes: 46.2%),46.20%,Business & Commerce,Drug/Alcohol/Tobacco Policy,,,,
"
 Compensation of Specified State Officers May Be Changed During Term of Office",General,1942,Legislative Referendum,Fail (Yes votes: 46.1%),46.10%,Labor & Employment,State Government,,,,
"
 Elections. Primaries. Initiative Constitutional Amendment and Statute.",General,2004,Initiative,Fail (Yes votes: 46.1%),46.10%,Elections,,,,,
"
 Partisan Presidential Primary Elections.",General,1998,Legislative Referendum,Fail (Yes votes: 46.1%),46.10%,Elections,,,,,
"
 Tax and Expenditure Limitations",Special,1973,Initiative,Fail (Yes votes: 46.0%),46.00%,Tax & Revenue,,,,,
"
 Legislative Printing",General,1936,Legislative Referendum,Fail (Yes votes: 45.9%),45.90%,Legislatures,,,,,
"
 Motor Vehicle Taxation Revenues",General,1970,Legislative Referendum,Fail (Yes votes: 45.9%),45.90%,Environmental Protection,Tax & Revenue,Transportation,,,
"
 Physician-Assisted Death. Terminal Condition. Initiative Statute.",General,1992,Initiative,Fail (Yes votes: 45.9%),45.90%,Civil & Constitutional Law,Health,,,,
"
 Chiropractors6",General,1952,Legislative Referendum,Fail (Yes votes: 45.8%),45.80%,Health,,,,,
"
 Condemnation for Public Purposes1",General,1914,Legislative Referendum,Fail (Yes votes: 45.8%),45.80%,Land Use/Property Rights,,,,,
"
 Local Hospital Districts. Legislative Constitutional Amendment",General,1990,Legislative Referendum,Fail (Yes votes: 45.8%),45.80%,Health,Local Government,,,,
"
 State Taxation of Highway Transportation Companies",General,1924,Initiative,Fail (Yes votes: 45.8%),45.80%,Tax & Revenue,Transportation,,,,
"
 Veterans' Tax Exemption3",General,1962,Legislative Referendum,Fail (Yes votes: 45.8%),45.80%,Military & Veterans Affairs,Tax & Revenue,,,,
"
 Personal Income Tax Laws",General,1942,Initiative,Fail (Yes votes: 45.7%),45.70%,Tax & Revenue,,,,,
"
 Waiting Period and Parental Notification Before Termination of Minor's Pregnancy. Initiative Constitutional Amendment.2",General,2006,Initiative,Fail (Yes votes: 45.7%),45.70%,Abortion,,,,,
"
 Motor Vehicle Tax. Rail Transit Funding. Legislative Constitutional Amendment",General,1990,Legislative Referendum,Fail (Yes votes: 45.6%),45.60%,Tax & Revenue,Transportation,,,,
"
 Regulation of Smoking",General,1978,Initiative,Fail (Yes votes: 45.6%),45.60%,Drug/Alcohol/Tobacco Policy,,,,,
"
 Workmen's Compensation3",General,1962,Legislative Referendum,Fail (Yes votes: 45.6%),45.60%,Labor & Employment,,,,,
"
 Reapportionment By Districting Commission Or Supreme Court.",General,1982,Initiative,Fail (Yes votes: 45.5%),45.50%,Redistricting,,,,,
"
 Schools. Spending Limits on Administration. Initiative Statute.",Primary,1998,Initiative,Fail (Yes votes: 45.5%),45.50%,Budgets,Education: PreK-12,,,,
"
 Aid to Needy Aged",General,1954,Initiative,Fail (Yes votes: 45.4%),45.40%,Human Services,,,,,
"
 Alternative Energy. Research, Production, Incentives. Tax on California Oil. Initiative Constitutional Amendment and Statute.",General,2006,Initiative,Fail (Yes votes: 45.4%),45.40%,Energy & Electric Utilities,Tax & Revenue,,,,
"
 Bonds to Refund State Indebtedness",Primary,1976,Legislative Referendum,Fail (Yes votes: 45.4%),45.40%,Bond Measures,Budgets,,,,
"
 Public Utilities in Municipalities",General,1914,Legislative Referendum,Fail (Yes votes: 45.4%),45.40%,Energy & Electric Utilities,Local Government,,,,
"
 Judicial Council2",General,1938,Legislative Referendum,Fail (Yes votes: 45.3%),45.30%,Judiciary,,,,,
"
 State Money",General,1938,Legislative Referendum,Fail (Yes votes: 45.3%),45.30%,Banking & Financial Services,Tax & Revenue,,,,
"
 Hunger And Homelessness Funding.",General,1988,Initiative,Fail (Yes votes: 45.2%),45.20%,Human Services,Tax & Revenue,,,,
"
 Taxation Exemption - Alternative Energy Systems",Primary,1978,Legislative Referendum,Fail (Yes votes: 45.2%),45.20%,Energy & Electric Utilities,Tax & Revenue,,,,
"
 Taxation.",General,1984,Initiative,Fail (Yes votes: 45.2%),45.20%,Civil & Constitutional Law,Legislatures,Tax & Revenue,,,
"
 Description of Property for Assessment",General,1952,Legislative Referendum,Fail (Yes votes: 45.0%),45.00%,Tax & Revenue,,,,,
"
 Elections by Plurality, Preferential Vote and Primary",General,1914,Legislative Referendum,Fail (Yes votes: 45.0%),45.00%,Elections,,,,,
"
 Initiative and Referendum Process. Initiative Constitutional Amendment.",General,1990,Initiative,Fail (Yes votes: 45.0%),45.00%,Elections-Initiative Process,,,,,
"
 Legislator as Notary",General,1958,Legislative Referendum,Fail (Yes votes: 45.0%),45.00%,Legislatures,,,,,
"
 University of California Health Science Facilities",Primary,1970,Legislative Referendum,Fail (Yes votes: 45.0%),45.00%,Bond Measures,Education: Higher Ed,Health,,,
"
 Boards of Equalization",General,1942,Legislative Referendum,Fail (Yes votes: 44.9%),44.90%,Local Government,Tax & Revenue,,,,
"
 Interest Rate Limitation",General,1970,Legislative Referendum,Fail (Yes votes: 44.9%),44.90%,Banking & Financial Services,Business & Commerce,,,,
"
 Prohibition Elections",General,1914,Initiative,Fail (Yes votes: 44.9%),44.90%,Business & Commerce,Drug/Alcohol/Tobacco Policy,Elections,,,
"
 Public School Teachers. Waiting Period for Permanent Status. Dismissal. Initiative Statute.",General,2005,Initiative,Fail (Yes votes: 44.9%),44.90%,Education: PreK-12,Labor & Employment,,,,
"
 Retirement Life Payments",General,1938,Initiative,Fail (Yes votes: 44.9%),44.90%,Human Services,,,,,
"
 State Payment of Tax Exemption Losses",General,1948,Legislative Referendum,Fail (Yes votes: 44.9%),44.90%,Local Government,State Government,Tax & Revenue,,,
"
 Eligibility to Vote3",General,1960,Legislative Referendum,Fail (Yes votes: 44.8%),44.80%,Civil & Constitutional Law,Criminal Justice,Elections,,,
"
 Prohibition1",General,1916,Initiative,Fail (Yes votes: 44.8%),44.80%,Business & Commerce,Drug/Alcohol/Tobacco Policy,,,,
"
 Reapportionment.1",General,1984,Initiative,Fail (Yes votes: 44.8%),44.80%,Redistricting,,,,,
"
 Bonds to Provide State College, University and Urban School Facilities",General,1968,Legislative Referendum,Fail (Yes votes: 44.6%),44.60%,Bond Measures,Education: Higher Ed,,,,
"
 California Housing Bond Act of 1990",General,1990,Legislative Referendum,Fail (Yes votes: 44.5%),44.50%,Bond Measures,Human Services,,,,
"
 Insurance Companies: Gross Premium Tax",General,1968,Legislative Referendum,Fail (Yes votes: 44.5%),44.50%,Insurance,Tax & Revenue,,,,
"
 Water Districts and Water Conservation Districts.",General,1936,Legislative Referendum,Fail (Yes votes: 44.4%),44.40%,Local Government,Natural Resources,,,,
"
 Taxation. Surtax.",Primary,1980,Initiative,Fail (Yes votes: 44.3%),44.30%,Tax & Revenue,,,,,
"
 Use of Streams",General,1922,Legislative Referendum,Fail (Yes votes: 44.2%),44.20%,Natural Resources,,,,,
"
 Beverage Containers.",General,1982,Initiative,Fail (Yes votes: 44.1%),44.10%,Business & Commerce,Environmental Protection,,,,
"
 Boxing Matches",General,1958,Legislative Referendum,Fail (Yes votes: 44.1%),44.10%,Business & Commerce,,,,,
"
 Bonds to Provide Community College Facilities",Primary,1976,Legislative Referendum,Fail (Yes votes: 43.9%),43.90%,Bond Measures,Education: Higher Ed,,,,
"
 Eligibility to Vote2",General,1966,Legislative Referendum,Fail (Yes votes: 43.9%),43.90%,Civil & Constitutional Law,Elections,,,,
"
 Motor Vehicle Fuel Taxes and License Fees",General,1936,Initiative,Fail (Yes votes: 43.9%),43.90%,Tax & Revenue,Transportation,,,,
"
 City and County Consolidation, and Annexation with Consent of Annexed Territory",General,1914,Initiative,Fail (Yes votes: 43.8%),43.80%,Local Government,,,,,
"
 Retail Store License",General,1936,Popular Referendum,Fail (Yes votes: 43.8%),43.80%,Business & Commerce,,,,,
"
 Water Resources Bond Act of 1990",General,1990,Legislative Referendum,Fail (Yes votes: 43.8%),43.80%,Bond Measures,Natural Resources,,,,
"
 Interest Rate",Primary,1976,Legislative Referendum,Fail (Yes votes: 43.7%),43.70%,Banking & Financial Services,,,,,
"
 Judges' Salaries2",General,1922,Legislative Referendum,Fail (Yes votes: 43.7%),43.70%,Judiciary,,,,,
"
 Taxation - County Owned Real Property",Primary,1978,Legislative Referendum,Fail (Yes votes: 43.7%),43.70%,Tax & Revenue,,,,,
"
 Air Quality Improvement. Tax Credits. Initiative Statute.",General,1998,Initiative,Fail (Yes votes: 43.6%),43.60%,Environmental Protection,Tax & Revenue,,,,
"
 Education",General,1928,Legislative Referendum,Fail (Yes votes: 43.6%),43.60%,Education: PreK-12,,,,,
"
 Obscenity",General,1966,Initiative,Fail (Yes votes: 43.6%),43.60%,Criminal Justice,,,,,
"
 Payments to Aged Persons",General,1952,Initiative,Fail (Yes votes: 43.6%),43.60%,Human Services,,,,,
"
 Publicly-Owned Museums or Art Galleries",General,1936,Legislative Referendum,Fail (Yes votes: 43.5%),43.50%,Arts & Culture,Local Government,State Government,,,
"
 Prohibiting Compulsory Vaccination",General,1920,Initiative,Fail (Yes votes: 43.4%),43.40%,Civil & Constitutional Law,Health,,,,
"
 Requiring Bible in Schools",General,1926,Initiative,Fail (Yes votes: 43.4%),43.40%,Civil & Constitutional Law,Education: PreK-12,,,,
"
 Bills and Statutes-Effective Date. Governor's Consideration. Referendum.",General,1976,Legislative Referendum,Fail (Yes votes: 43.2%),43.20%,Tax & Revenue,,,,,
"
 Repeal of 2017 Gas Tax and Voter Approval of Future Gas Tax Increases Initiative",General,2018,Initiative,Fail (Yes votes: 43.2%),43.20%,Elections-Initiative Process,Legislatures,Transportation,,,
"
 Superior Court: Judicial Election Districts",General,1934,Legislative Referendum,Fail (Yes votes: 43.2%),43.20%,Elections,Judiciary,,,,
"
 Postsecondary Education Commission Personnel - Civil Service",General,1974,Legislative Referendum,Fail (Yes votes: 43.1%),43.10%,Education: Higher Ed,Labor & Employment,State Government,,,
"
 Constitutional Revision2",General,1968,Legislative Referendum,Fail (Yes votes: 43.0%),43.00%,Human Services,Tax & Revenue,,,,
"
 Absent Voters4",General,1918,Legislative Referendum,Fail (Yes votes: 42.9%),42.90%,Elections,,,,,
"
 Liquor Regulation",General,1918,Initiative,Fail (Yes votes: 42.9%),42.90%,Business & Commerce,Drug/Alcohol/Tobacco Policy,,,,
"
 Housing Finance Bond Law of 1975",General,1976,Legislative Referendum,Fail (Yes votes: 42.8%),42.80%,Bond Measures,Human Services,,,,
"
 Rector Dam Project",Special,1935,Legislative Referendum,Fail (Yes votes: 42.8%),42.80%,Energy & Electric Utilities,Natural Resources,Tax & Revenue,,,
"
 Taxation - Rehabilitated Property",Primary,1978,Legislative Referendum,Fail (Yes votes: 42.8%),42.80%,Tax & Revenue,,,,,
"
 California Fair Elections Act",Primary,2010,Legislative Referendum,Fail (Yes votes: 42.7%),42.70%,Ethics/Lobbying/Campaign Finance,,,,,
"
 Community Colleges. Funding. Governance. Fees. Initiative Constitutional Amendment and Statute.",Primary,2008,Initiative,Fail (Yes votes: 42.7%),42.70%,Budgets,Education: Higher Ed,,,,
"
 Establishes $18 Annual Vehicle License Surcharge to Help Fund State Parks and Wildlife Programs and Grants Free Admission to All State Parks to Surcharged Vehicles.",General,2010,Initiative,Fail (Yes votes: 42.7%),42.70%,Budgets,Natural Resources,Tax & Revenue,Transportation,,
"
 Retirement of Judges",General,1938,Legislative Referendum,Fail (Yes votes: 42.7%),42.70%,Judiciary,,,,,
"
 State Civil Service: Contract Architects and Engineers",General,1956,Legislative Referendum,Fail (Yes votes: 42.7%),42.70%,Labor & Employment,State Government,,,,
"
 Annual Legislative Sessions and Budgets",General,1942,Legislative Referendum,Fail (Yes votes: 42.6%),42.60%,Legislatures,,,,,
"
 Compensation of Legislators1",General,1948,Legislative Referendum,Fail (Yes votes: 42.6%),42.60%,Legislatures,,,,,
"
 Amending Los Angeles City Charter",General,1936,Legislative Referendum,Fail (Yes votes: 42.4%),42.40%,Local Government,,,,,
"
 Terms of Assemblymen",General,1960,Legislative Referendum,Fail (Yes votes: 42.4%),42.40%,Legislatures,,,,,
"
 County and School Tax Limitations",General,1918,Initiative,Fail (Yes votes: 42.3%),42.30%,Local Government,Tax & Revenue,,,,
"
 Legislative Term Limits. Local Voter Petitions. Initiative Constitutional Amendment.",Primary,2002,Initiative,Fail (Yes votes: 42.3%),42.30%,Legislatures,Term Limits,,,,
